task,program,pass
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) true) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) (lambda true)) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) (negate_boolean false))),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) blue) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) teal) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) grey) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) (lambda (is_exterior $0 true))) true)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) true) blue) grey) true)),True
9565186b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) false) grey) (lambda true)) true)),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 $1 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 $0 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $0 $1 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (negate_boolean false)) (lambda (lambda (color_logical $1 $0 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $0 $1 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (grid_to_block $0))) (lambda (lambda (color_logical $1 $0 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $0 (color_logical $1 $1 green lor) green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 true) (lambda (lambda (color_logical $1 (color_logical $0 $0 green lor) green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $0 $1 green lxor))))),True
99b1bc43.json,(lambda (overlap_split_blocks (split_grid $0 (touches_any_boundary (move (grid_to_block $0) 1 south false))) (lambda (lambda (color_logical $1 $0 green lxor))))),True
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) false)),True
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (grid_to_block $0) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) false)),True
9ecd008a.json,(lambda (to_min_grid (filter_block_tiles (remove_black_b (reflect (reflect (grid_to_block $0) true) false)) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) false)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) true)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) false)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) true)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) (negate_boolean false))),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) east 1) (negate_boolean true))),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) (negate_boolean false))),True
a416b8f3.json,(lambda (to_min_grid (duplicate (grid_to_block $0) west 1) (negate_boolean true))),True
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) west 1) false)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) west 1) true)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (filter_block_tiles (grid_to_block $0) (lambda true)) east 1) true)),True
a416b8f3.json,(lambda (to_min_grid (filter_block_tiles (duplicate (grid_to_block $0) east 1) (lambda true)) true)),True
a416b8f3.json,(lambda (to_min_grid (move (grid_to_block $0) (get_width (grid_to_block $0)) east true) true)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (filter_block_tiles (grid_to_block $0) (lambda true)) east 1) false)),True
a416b8f3.json,(lambda (to_min_grid (filter_block_tiles (duplicate (grid_to_block $0) east 1) (lambda true)) false)),True
a416b8f3.json,(lambda (to_min_grid (box_block (duplicate (grid_to_block $0) east 1)) false)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) east 1) false)),True
a416b8f3.json,(lambda (to_min_grid (move (grid_to_block $0) (get_width (grid_to_block $0)) east true) false)),True
a416b8f3.json,(lambda (to_min_grid (duplicate (box_block (grid_to_block $0)) east 1) true)),True
a5313dff.json,(lambda (blocks_to_original_grid (map_blocks (filter_blocks (find_blocks_by_color $0 black false false) (lambda (negate_boolean (touches_any_boundary $0)))) (lambda (fill_color $0 blue))) true true)),True
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false true)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 true false) false true)),True
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (negate_boolean true))),True
a740d043.json,(lambda (to_min_grid (remove_black_b (remove_color (grid_to_block $0) blue)) false)),True
a740d043.json,(lambda (to_min_grid (remove_color (box_block (grid_to_block $0)) blue) false)),True
a740d043.json,(lambda (to_min_grid (remove_color (grid_to_block $0) blue) (is_tile (grid_to_block $0)))),True
a740d043.json,(lambda (to_min_grid (remove_color (remove_black_b (grid_to_block $0)) blue) false)),True
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) true) false)),True
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) true) false)),True
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 true false) false) false)),True
a740d043.json,(lambda (to_min_grid (merge_blocks (find_blocks_by_inferred_b $0 false false) false) false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean false) false) false false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean false))),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 (negate_boolean true) false) false false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false (negate_boolean true)) false false)),True
a740d043.json,(lambda (blocks_to_min_grid (find_blocks_by_inferred_b $0 false false) false (negate_boolean true))),True
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) teal red) 1 south false) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (fill_snakewise (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 1) true) (make_colorpair red red)) 1 south false) false)),False
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (remove_black_b (grid_to_block $0)) teal red) 1 south false) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 1) red) 1 south false) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (grid_to_block $0) teal red) 1 south (negate_boolean true)) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (box_block (replace_color (grid_to_block $0) teal red)) 1 south false) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (duplicate (grid_to_block $0) east 1) teal red) 1 south false) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (move (replace_color (grid_to_block $0) teal red) 1 south false)) (lambda (is_exterior $0 true))) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) teal red) 1 south false) false)),False
a79310a0.json,(lambda (to_original_grid_overlay (move (replace_color (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) teal red) 1 south false) false)),False
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (grid_to_block $0) 1 south false)) red) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (move (grid_to_block $0) 1 south false)) red) (lambda (is_exterior $0 false))) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (reflect (reflect (grid_to_block $0) false) false) 1 south false)) red) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (move (reflect (reflect (grid_to_block $0) true) true) 1 south false)) red) false)),True
a79310a0.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (wrap_block (remove_black_b (move (grid_to_block $0) 1 south false)) invisible true) red) (lambda (is_interior $0 true))) false)),True
a87f7484.json,(lambda (to_min_grid (remove_black_b (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false)) true)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_black_b $0))) false) true)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_black_b $0))) false) true)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_black_b $0))) false) false)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles (remove_black_b $0))) false) false)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true false) (lambda true)) (lambda (get_num_tiles $0)) false) true)),True
a87f7484.json,(lambda (to_min_grid (first_of_sorted_object_list (map_blocks (find_same_color_blocks $0 true false) (lambda $0)) (lambda (get_num_tiles $0)) false) true)),True
a87f7484.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false) blue) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (singleton_block (tiles_to_blocks (find_tiles_by_black_b $0))) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) true) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) true) 0)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
aabf363d.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) (nth_primary_color (grid_to_block $0) 2)) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) false)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (negate_boolean true)) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue (negate_boolean false) false) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (box_block (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false)) false)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_tile (grid_to_block $0))) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) yellow) true)),True
ae4f1146.json,(lambda (to_min_grid (filter_block_tiles (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) (lambda (is_exterior $0 true))) true)),True
ae4f1146.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_blocks_by_color $0 blue true false) (lambda (get_num_tiles $0)) false) (nth_primary_color (grid_to_block $0) 1)) true)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_tile (grow (remove_black_b (grid_to_block $0)) 1))) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_color $0 blue true (is_symmetrical (duplicate (grid_to_block $0) east 1) false)) (lambda (get_num_tiles $0)) false) true)),True
ae4f1146.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 false false) (lambda (get_num_tiles (remove_color $0 blue))) true) false)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) blue) true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) blue))) true false)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) blue))) true true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block (get_block_center (tile_to_block $0))) blue))) true true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) blue) blue))) true false)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) blue) blue))) true true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 2)))) true false)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 2)))) true true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (fill_color (fill_color (tile_to_block $0) (nth_primary_color (grid_to_block $1) 0)) blue))) true false)),True
aedd82e4.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true) red blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (filter_tiles (find_tiles_by_black_b $0) (lambda true))) true) blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) true)) blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false) red blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (filter_tiles (find_tiles_by_black_b $0) (lambda true))) false) blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (remove_black_b (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) false)) blue) true)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (lambda (fill_color $0 blue))) true false)),True
aedd82e4.json,(lambda (blocks_to_original_grid (map_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (lambda (fill_color $0 blue))) true true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (negate_boolean false)) blue) true)),True
aedd82e4.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $0)) (negate_boolean true)) blue) true)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) false)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) true)),True
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) false)),True
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) true)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) (negate_boolean false))),True
b1948b0a.json,(lambda (to_min_grid (replace_color (grid_to_block $0) pink red) (negate_boolean true))),True
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) (negate_boolean false))),True
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (grid_to_block $0) pink red) (negate_boolean true))),True
b1948b0a.json,(lambda (to_min_grid (box_block (replace_color (grid_to_block $0) pink red)) false)),True
b1948b0a.json,(lambda (to_min_grid (box_block (replace_color (grid_to_block $0) pink red)) true)),True
b1948b0a.json,(lambda (to_min_grid (remove_black_b (replace_color (grid_to_block $0) pink red)) true)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (remove_black_b (grid_to_block $0)) pink red) true)),True
b1948b0a.json,(lambda (to_min_grid (remove_black_b (replace_color (grid_to_block $0) pink red)) false)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (remove_black_b (grid_to_block $0)) pink red) false)),True
b1948b0a.json,(lambda (to_original_grid_overlay (remove_black_b (replace_color (grid_to_block $0) pink red)) true)),True
b1948b0a.json,(lambda (to_original_grid_overlay (replace_color (remove_black_b (grid_to_block $0)) pink red) true)),True
b1948b0a.json,(lambda (to_min_grid (fill_color (remove_color (grid_to_block $0) orange) red) true)),True
b1948b0a.json,(lambda (to_min_grid (replace_color (box_block (grid_to_block $0)) pink red) false)),True
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) false) true)),False
b8825c91.json,(lambda (to_min_grid (remove_color (reflect (grid_to_block $0) false) yellow) true)),False
b8825c91.json,(lambda (to_original_grid_overlay (reflect (remove_color (grid_to_block $0) yellow) false) true)),False
b8825c91.json,(lambda (to_original_grid_overlay (remove_color (reflect (grid_to_block $0) false) yellow) true)),False
b8825c91.json,(lambda (to_min_grid (remove_black_b (reflect (remove_color (grid_to_block $0) yellow) false)) true)),False
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (remove_color (grid_to_block $0) yellow) false)) true)),False
b8825c91.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true) true)),True
b8825c91.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false) true)),True
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true)) true)),True
b8825c91.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false)) true)),True
b8825c91.json,(lambda (to_min_grid (reflect (replace_color (grid_to_block $0) yellow invisible) false) true)),False
b8825c91.json,(lambda (to_min_grid (replace_color (reflect (grid_to_block $0) false) yellow invisible) true)),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (remove_black_b (grid_to_block $0)) yellow) false) true)),False
b8825c91.json,(lambda (to_min_grid (remove_black_b (remove_color (reflect (grid_to_block $0) false) yellow)) true)),False
b8825c91.json,(lambda (to_min_grid (remove_color (reflect (remove_black_b (grid_to_block $0)) false) yellow) true)),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) false) (negate_boolean false))),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) (negate_boolean true)) true)),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_black_b (remove_color (grid_to_block $0) yellow)) false) true)),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) false) (touches_any_boundary (grid_to_block $0)))),False
b8825c91.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) yellow) (is_tile (grid_to_block $0))) true)),False
b8825c91.json,(lambda (to_original_grid_overlay (replace_color (reflect (grid_to_block $0) false) yellow invisible) true)),False
b8825c91.json,(lambda (to_original_grid_overlay (reflect (replace_color (grid_to_block $0) yellow invisible) false) true)),False
b8825c91.json,(lambda (to_min_grid (remove_color (reflect (grid_to_block $0) (negate_boolean true)) yellow) true)),False
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_blocks_by_inferred_b $0 false false) false) red) (lambda (is_interior $0 true))) true)),False
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) red) (lambda (is_interior $0 true))) true)),True
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) (nth_primary_color (grid_to_block $0) 3)) (lambda (is_interior $0 true))) true)),True
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) red) (lambda (is_interior $0 true))) true)),True
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) red) (lambda (is_interior $0 true))) true)),True
bb43febb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) blue) true) true)) red) (lambda (is_interior $0 true))) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda (get_num_tiles $0)) false) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 false false) (lambda (get_num_tiles $0)) false) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) false) false)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 true false) (lambda (get_num_tiles $0)) false) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 false false) (lambda (get_num_tiles $0)) false) false)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 true false) (lambda (get_num_tiles $0)) false) false)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 false false) (lambda (get_num_tiles $0)) false) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 false false) (lambda (get_num_tiles $0)) (negate_boolean true)) false)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 false false) (lambda (get_num_tiles $0)) (negate_boolean true)) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 true false) (lambda (get_num_tiles $0)) (negate_boolean true)) false)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_black_b $0 true false) (lambda (get_num_tiles $0)) (negate_boolean true)) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false false) (lambda (get_num_tiles $0)) (negate_boolean true)) true)),True
be94b721.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (negate_boolean true)) true)),True
be94b721.json,(lambda (to_min_grid (box_block (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false)) false)),True
be94b721.json,(lambda (to_min_grid (remove_black_b (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false)) false)),True
c59eb873.json,(lambda (to_min_grid (grow (grid_to_block $0) 1) false)),True
c59eb873.json,(lambda (to_min_grid (grow (grid_to_block $0) 1) true)),True
c59eb873.json,(lambda (to_min_grid (grow (grid_to_block $0) 1) (negate_boolean false))),True
c59eb873.json,(lambda (to_min_grid (grow (grid_to_block $0) 1) (negate_boolean true))),True
c59eb873.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 1)) false)),True
c59eb873.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 1)) true)),True
c59eb873.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 1) false)),True
c59eb873.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 1) true)),True
c59eb873.json,(lambda (to_min_grid (grow (grid_to_block $0) 1) (is_tile (grid_to_block $0)))),True
